,World Port Index Number,Region Name,Main Port Name,Country Code,World Water Body,Sailing Direction or Publication,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Harbor Size,Harbor Type,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Good Holding Ground,Communications - Telephone,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Medical Facilities,Garbage Disposal,Dirty Ballast Disposal,Cranes - Mobile,Lifts - 0-24 Tons,Services - Longshoremen,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Latitude,Longitude
3564,10140.0, ,Caibarien,Cuba,North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,0.6,0.0,7.0,0.0,0.0, , , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,22.53333333,-79.46666667
3565,10290.0, ,Baracoa,Cuba,North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,0.6,0.0,7.0,0.0,0.0, , , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.35,-74.5
3566,10240.0, ,Preston,Cuba,North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,0.6,0.0,8.0,0.0,0.0, , , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.76666667,-75.65
3567,10480.0, ,Santa Cruz del Sur,Cuba,Caribbean Sea; North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,0.5,0.0,5.0,0.0,0.0, , , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,20.7,-77.98333333
3568,47946.0,Sudan -- 47910,Sawakin Harbor,Sudan,Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,0.0,0.0,0.0,12.0,0.0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,IX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19.133333,37.35
3569,10505.0, ,Palo Alto,Cuba,Caribbean Sea; North Atlantic Ocean,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,0.5,0.0,6.7,0.0,0.0, , , ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,21.58333333,-78.96666667
3570,47900.0,Eritrea -- 47870,Mitsiwa Harbor,Eritrea,Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,1.2,9.4,32.0,12.0,11.0,Small,Coastal (Breakwater),Good,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,IX,Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Limited,15.616667,39.466667
3571,47880.0,Eritrea -- 47870,Assab,Eritrea,Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,0.5,11.0,14.0,11.0,10.0,Small,Coastal (Natural),Fair,No,No,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,IX,Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,13.0,42.75
3572,16260.0,United States W Coast -- 16000,Moss,United States,North Pacific Ocean,U.S. Coast Pilot 7 - Pacific Coast: California,1.2,3.4,7.9,3.4,12.5,Very Small,Coastal (Natural),Good,No,No,No,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,No,No,No,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,36.8,-121.783333
3573,29435.0,Sjaelland -- 29150,Kyndbyvaerkets,Denmark,Kattegat; North Atlantic Ocean,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,0.0,3.4,6.4,6.4,6.4,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Yes,Unknown,No,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Unknown,No,Yes,Yes,Yes,Unknown,55.816667,11.883333
3574,29390.0,Sjaelland -- 29150,Hundested Havn,Denmark,Kattegat; North Atlantic Ocean,Sailing Directions Pub. 193 (Enroute) - Skagerrak and Kattegat,0.0,3.4,3.4,4.9,0.0,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,I,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Limited,55.966667,11.85
3575,47980.0,Egypt Red Sea -- 47950,Safaja,Egypt,Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,2.1,15.5,37.0,16.0,0.0,Small,Coastal (Breakwater),Good,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,IX,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,No,Yes,Yes,No,Unknown,26.733333,33.95
3576,48090.0,Jordan -- 48080,Al Aqabah,Jordan,Gulf of Aqaba; Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,1.2,23.2,23.2,15.5,24.0,Very Small,Open Roadstead,Poor,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,IX,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Moderate,29.516667,35.0
3577,48045.0,Egypt Red Sea -- 47950,El-Adabiya,Egypt,Gulf of Suez; Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,1.0,14.0,14.0,12.0,0.0,Small,Coastal (Natural),Excellent,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,IX,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Moderate,29.866667,32.466667
3578,48055.0,Egypt Red Sea -- 47950,Ain Sukhna Terminal,Egypt,Gulf of Suez; Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,2.0,0.0,56.0,0.0,40.9,Large,Open Roadstead,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,IX,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,,29.583333,32.366667
3579,47940.0,Sudan -- 47910,Port Sudan,Sudan,Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,0.1,25.6,23.2,16.0,14.6,Medium,Coastal (Breakwater),Excellent,No,No,No,Yes,No,Unknown,Unknown,Yes,Yes,Yes,Yes,IX,Yes,Yes,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,19.6,37.233333
3580,18820.0,Canada West Coast -- 18080,Port Alice,Canada,North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,4.0,23.2,23.2,9.4,9.4,Small,Coastal (Natural),Good,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,50.383333,-127.45
3581,54810.0,Tasmania -- 54700,Port Huon,Australia,South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,1.0,7.9,7.9,9.4,0.0,Very Small,River (Natural),Good,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,No,X,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,,-43.166667,146.983333
3582,53300.0,Australia -- 53290,Thursday Island,Australia,Torres Strait; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,1.0,4.9,7.9,3.4,3.4,Small,Coastal (Natural),Good,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,X,Yes,Unknown,Yes,No,No,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,-10.583333,142.216667
3583,54870.0,Tasmania -- 54700,Stanley,Australia,Bass Strait; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,1.0,7.9,4.9,7.9,0.0,Very Small,Coastal (Breakwater),Fair,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,X,Yes,Unknown,Yes,No,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Yes,Limited,-40.766667,145.283333
3584,27080.0,Sweden Cont -- 24975,Skelleftehamn,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,7.9,11.0,4.9,7.9,Small,Coastal (Natural),Good,No,No,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,I,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,64.683333,21.233333
3585,26710.0,Sweden Cont -- 24975,Kopmanholmen,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,7.9,23.2,1.8,0.0,Very Small,Coastal (Natural),Good,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,I,Unknown,Yes,Yes,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Limited,63.166667,18.583333
3586,25440.0,Sweden Cont -- 24975,Grisslehamn,Sweden,Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,4.9,7.9,1.8,0.0,Very Small,Coastal (Natural),Fair,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,60.1,18.816667
3587,25480.0,Sweden Cont -- 24975,Hargshamn,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,7.9,6.4,6.4,0.0,Very Small,Coastal (Natural),Excellent,No,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,60.183333,18.45
3588,25760.0,Sweden Cont -- 24975,Iggesund,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,7.9,7.9,0.0,Very Small,Coastal (Natural),Excellent,No,No,Yes,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Limited,61.65,17.083333
3589,25460.0,Sweden Cont -- 24975,Hallstavik,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,4.9,6.4,0.0,Very Small,River (Basins),Excellent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,60.05,18.583333
3590,25780.0,Sweden Cont -- 24975,Hudiksvall,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,9.4,7.9,4.9,9.4,Small,River (Basins),Good,No,No,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,I,Yes,Yes,Yes,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,61.733333,17.116667
3591,25720.0,Sweden Cont -- 24975,Soderhamn,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,4.9,14.0,4.9,9.4,Small,River (Natural),Excellent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,61.3,17.083333
3592,18450.0,Canada West Coast -- 18080,Campbell River,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,2.0,0.0,0.0,7.8,3.4,Very Small,Coastal (Natural),Good,No,Yes,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Unknown,XII,Yes,Unknown,No,No,No,No,Unknown,No,Yes,Yes,Yes,Yes,Emergency Only,50.03244444,-125.2356667
3593,15270.0,Ecuador -- 15240,Guayaquil,Ecuador,South Pacific Ocean,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,4.0,9.4,9.4,9.4,9.4,Small,River (Natural),Good,No,No,No,Yes,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,XII,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,-2.2,-79.883333
3594,27670.0,Finland -- 27380,Kaskinen,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,7.9,14.0,6.4,0.0,Medium,Coastal (Natural),Good,No,No,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,No,Yes,I,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,62.383333,21.233333
3595,15290.0,Ecuador -- 15240,La Libertad,Ecuador,South Pacific Ocean,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,2.0,0.0,9.4,4.9,11.0,Very Small,Open Roadstead,Fair,No,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Yes,No,Yes,XII,Yes,Yes,Yes,Unknown,No,Unknown,Yes,Yes,Yes,No,Yes,Yes,Limited,-2.216667,-80.916667
3596,15190.0,Peru -- 14830,Talara,Peru,South Pacific Ocean,Sailing Directions Pub. 125 (Enroute) - West Coast of South America,5.0,17.1,3.4,11.0,11.0,Small,Coastal (Natural),Fair,Yes,No,No,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,XVI,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,-4.583333,-81.283333
3597,54880.0,Tasmania -- 54700,Burnie,Australia,Bass Strait; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,9.4,23.2,11.0,11.0,Small,Coastal (Breakwater),Excellent,No,Yes,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,X,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,-41.05,145.95
3598,53460.0,Australia -- 53290,Bundaberg,Australia,Coral Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,7.9,7.9,9.4,7.9,Very Small,River (Natural),Good,Yes,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,X,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Limited,-24.866667,152.35
3599,53340.0,Australia -- 53290,Cairns,Australia,Coral Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,7.9,11.0,9.4,9.4,Small,River (Natural),Good,No,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,X,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Unknown,Moderate,-16.916667,145.783333
3600,18792.0,Canada West Coast -- 18080,Gold River,Canada,North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,4.0,0.0,0.0,9.4,0.0,Very Small,River (Natural),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XII,Unknown,Yes,Unknown,Unknown,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,49.683333,-126.116667
3601,53370.0,Australia -- 53290,Lucinda,Australia,Coral Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,12.5,14.0,7.9,0.0,Very Small,Open Roadstead,Fair,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,X,Yes,Unknown,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Limited,-18.516667,146.333333
3602,54830.0,Tasmania -- 54700,Dover,Australia,South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,1.0,12.5,9.4,4.9,0.0,Very Small,Coastal (Natural),Excellent,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,X,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,-43.316667,147.033333
3603,18840.0,Canada West Coast -- 18080,Port Hardy,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,3.0,23.2,23.2,6.4,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Unknown,XII,Yes,Yes,Yes,Yes,No,Unknown,Unknown,No,Yes,Yes,Yes,Yes,Unknown,50.716667,-127.483333
3604,18805.0,Canada West Coast -- 18080,Tahsis,Canada,North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,4.0,23.2,23.2,11.0,0.0,Very Small,Coastal (Natural),Excellent,No,No,No,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,XII,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Yes,Yes,No,Yes,Limited,49.916667,-126.666667
3605,54875.0,Tasmania -- 54700,Port Latta,Australia,Bass Strait; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,14.0,23.2,15.5,15.5,Very Small,Open Roadstead,Poor,No,No,No,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,X,Yes,Unknown,Yes,Yes,No,Unknown,Unknown,Yes,Yes,Yes,No,No,Limited,-40.833333,145.383333
3606,53380.0,Australia -- 53290,Townsville,Australia,Coral Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,11.0,7.9,11.0,11.0,Small,Coastal (Breakwater),Fair,No,No,No,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,X,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Moderate,-19.266667,146.816667
3607,28400.0,Russia -- 28250,Kronshtadt,Russia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,7.9,3.4,0.0,Small,Coastal (Breakwater),Good,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,I,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Major,59.983333,29.783333
3608,25610.0,Sweden Cont -- 24975,Norrsundet,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,11.0,3.4,0.0,Very Small,Coastal (Natural),Good,No,No,Yes,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,I,Yes,Yes,No,Unknown,No,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Limited,60.933333,17.166667
3609,25570.0,Sweden Cont -- 24975,Karskar,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,11.0,3.4,4.9,Very Small,Coastal (Natural),Good,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,I,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Limited,60.683333,17.266667
3610,26730.0,Sweden Cont -- 24975,Ornskoldsvik,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,12.5,20.1,3.4,6.4,Small,Coastal (Breakwater),Good,No,No,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,I,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Moderate,63.283333,18.716667
3611,27650.0,Finland -- 27380,Vaasa,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,7.9,6.4,6.4,7.9,Medium,Coastal (Natural),Good,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Limited,63.1,21.583333
3612,27790.0,Finland -- 27380,Uusikaupunki,Finland,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,7.9,6.4,4.9,9.4,Small,Coastal (Breakwater),Good,No,No,Unknown,Unknown,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,I,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Moderate,60.8,21.4
3613,28300.0,Russia -- 28250,Vyborg,Russia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,2.0,6.4,11.0,6.4,0.0,Medium,Coastal (Natural),Good,No,No,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Limited,60.716667,28.75
3614,25910.0,Sweden Cont -- 24975,Sundsvall,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,1.0,9.4,9.4,11.0,11.0,Medium,Coastal (Natural),Excellent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Limited,62.383333,17.35
3615,28360.0,Russia -- 28250,Primorsk,Russia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,20.1,17.1,0.0,17.1,Very Small,Open Roadstead,Good,No,No,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,No,Yes,I,Unknown,Yes,Yes,Yes,No,No,No,Yes,Unknown,Yes,Yes,Unknown,Limited,60.366667,28.633333
3616,27190.0,Sweden Cont -- 24975,Pitea,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,1.0,11.0,6.4,0.0,12.5,Small,Coastal (Natural),Good,No,No,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,I,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Limited,65.316667,21.483333
3617,53520.0,Australia -- 53290,Ballina,Australia,Tasman Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,2.0,3.4,3.4,3.4,0.0,Small,River (Natural),Good,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,X,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Limited,-28.866667,153.566667
3618,26240.0,Sweden Cont -- 24975,Harnosand,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,1.0,6.4,14.0,7.9,9.4,Small,Coastal (Natural),Excellent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Limited,62.633333,17.933333
3619,25550.0,Sweden Cont -- 24975,Skutskar,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,6.4,6.4,4.9,4.9,Small,Coastal (Natural),Good,No,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,I,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Unknown,Yes,Yes,Yes,Unknown,Limited,60.65,17.4
3620,25640.0,Sweden Cont -- 24975,Vallvik,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,3.4,9.4,7.9,0.0,Small,Coastal (Natural),Fair,No,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,I,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Limited,61.183333,17.166667
3621,25590.0,Sweden Cont -- 24975,Gavle,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,1.0,9.4,11.0,7.9,9.4,Small,Coastal (Natural),Good,No,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,I,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Limited,60.683333,17.166667
